term,estimate,std_error,z_value,p_value
(Intercept),15.903596521089153,0.629457910627131,25.265543974567493,7.643446154041061e-141
bad_year_built_flagTRUE,2.3595723335354406,1.0160349941903997,2.322333725735109,0.02021497290608354
bad_sqft_flagTRUE,0.530368791434358,0.8924432341032285,0.5942885453855214,0.5523191386151944
room_logic_flagTRUE,0.0026060644125379248,0.06786746007318775,0.03839932140863331,0.9693693020219434
round_price_flagTRUE,-0.04518932459541561,0.041068974166087666,-1.100327571189501,0.2711894234124806
log_av,-1.4922340457095664,0.05527858501742612,-26.9947945527034,1.701219602469635e-160
